registration_code,school_short_name,school_full_name,school_old_name,district,education_office,post_adress,longitude,latitude,places_amount,pupils,staf,students_per_teacher
22350284,Ліцей №18,Ліцей №18 Львівської міської ради,Середня загальноосвітня школа №18,Залізничний,Відділ освіти Шевченківського та Залізничного районів,"79021, м. Львів, вул. О. Кульчицької, 18",23.97986231,49.81716308,1015.0,804,116.5,6.901287553648069
20834090,Ліцей №2,Ліцей №2 Львівської міської ради,Львівська спеціалізована середня загальноосвітня школа №2 з поглибленим вивченням англійської мови,Франківський,Відділ освіти Галицького та Франківського районів,"79053, м. Львів, вул. Володимира Великого, 55а",24.00260134,49.80753097,1320.0,1108,147.97,7.488004325201055
23887276,Ліцей №21,Ліцей №21 Львівської міської ради,Середня школа №21,Личаківський,Відділ освіти Сихівського та Личаківського районів,"79000, м. Львів, вул. О. Кониського, 8",24.03791904,49.83597444,570.0,563,79.17,7.111279525072629
23266976,Ліцей №28,Ліцей №28 Львівської міської ради,Спеціалізована середня загальноосвітня школа №28 з поглибленим вивченням німецької мови,Галицький,Відділ освіти Галицького та Франківського районів,"79011, м. Львів, вул. Тютюнників, 2",24.03627319,49.82988089,800.0,870,108.94,7.986047365522306
23887129,Ліцей №37,Ліцей №37 Львівської міської ради,Львівська спеціалізована середня загальноосвітня школа №37 з поглибленим вивченням французької мови,Личаківський,Відділ освіти Сихівського та Личаківського районів,"79010, м. Львів, вул. Солодова, 6",24.04899776,49.8413406,620.0,602,88.41,6.809184481393507
22350232,Ліцей №38,Ліцей №38 Львівської міської ради,Навчально-виховний комплекс «Школа-садок І-ІІІ ступенів №38» міста Львова,Шевченківський,Відділ освіти Шевченківського та Залізничного районів,"79069, м. Львів, вул. Порічкова, 4а",23.96148586,49.86696475,600.0,556,93.6,5.94017094017094
20834322,Ліцей №45,Ліцей №45 Львівської міської ради,Львівська спеціалізована середня загальноосвітня школа І-ІІІ ст. №45 з поглибленим вивченням англійської мови,Франківський,Відділ освіти Галицького та Франківського районів,"79060, м. Львів, вул. Наукова, 25",23.99227995,49.8021554,1200.0,1002,137.16,7.305336832895888
20834339,Ліцей №46 ім. В'ячеслава Чорновола,Ліцей №46 ім. В'ячеслава Чорновола Львівської міської ради,Спеціалізована середня загальноосвітня школа №46 з поглибленим вивченням англійської мови імені В´ячеслава Чорновола,Франківський,Відділ освіти Галицького та Франківського районів,"79060, м. Львів, вул. Наукова, 90",23.99128714,49.80690954,1100.0,1152,143.81,8.010569501425492
20834187,Ліцей №5 ім. Іванни та Іллі Кокорудзів,Ліцей №5 ім. Іванни та Іллі Кокорудзів Львівської міської ради,Львівська спеціалізована середня загальноосвітня школа І-ІІІ ступенів №5 імені Кокорудзів з поглибленим вивченням англійської мови,Франківський,Відділ освіти Галицького та Франківського районів,"79044, м. Львів, вул. І. Кокорудза, 9",24.00398911,49.83204828,620.0,615,85.29,7.210692930003517
20834368,Ліцей №51 ім. Івана Франка,Ліцей №51 ім. Івана Франка Львівської міської ради,Львівська середня загальноосвітня школа №51 імені Івана Франка з поглибленим вивченням англійської мови,Франківський,Відділ освіти Галицького та Франківського районів,"79015, м. Львів, вул. Скісна, 1",23.99178961,49.83239604,760.0,747,107.2,6.968283582089552
22350396,Ліцей №52 ім. М. Лобачевського,Ліцей №52 ім. М. Лобачевського Львівської міської ради,Спеціалізована середня загальноосвітня школа №52 ім. М. Лобачевського з поглибленим вивченням математичних наук,Галицький,Відділ освіти Галицького та Франківського районів,"79007, м. Львів, вул. М. Гоголя, 17",24.01610016,49.84128049,850.0,559,83.87,6.665076904733516
